t,x,y,yaw,odom_x,odom_y,odom_yaw,error_x,error_y,error_dist,tags_used,quality
8235.283763,-0.057451,-5.693242,0.007536,2.783103,-0.051239,0.001770,0.054588,0.004288,0.054756,18|19|20|21|22|23,0.4729
8235.300430,-0.048118,-5.701785,0.007420,2.787499,-0.050847,0.001781,0.054835,0.008968,0.055564,18|19|20|21|22|23,0.4738
8235.317096,-0.030582,-5.718182,0.007076,2.791869,-0.051178,0.001779,0.059377,0.018829,0.062291,18|19|20|21|22|23,0.4732
8235.333763,-0.037880,-5.726560,0.007433,2.796193,-0.051496,0.001700,0.059606,0.015181,0.061509,18|19|20|21|22|23,0.4731
8235.350430,-0.045437,-5.735027,0.006907,2.800543,-0.051833,0.001682,0.059858,0.011411,0.060936,18|19|20|21|22|23,0.4731
8235.367096,-0.045438,-5.735029,0.006909,2.804947,-0.052173,0.001681,0.055454,0.011751,0.056686,18|19|20|21|22|23,0.4726
8235.383763,-0.053276,-5.743830,0.006564,2.809397,-0.052517,0.001684,0.055788,0.007835,0.056335,18|19|20|21|22|23,0.4724
8235.400430,-0.068272,-5.760002,0.005835,2.813832,-0.052181,0.001692,0.060142,-0.000651,0.060146,18|19|20|21|23,0.4708
8235.417096,-0.061593,-5.767746,0.005858,2.818305,-0.051782,0.001694,0.059878,0.002579,0.059933,18|19|20|21|22|23,0.4720
8235.433763,-0.052476,-5.776103,0.006244,2.822787,-0.051386,0.001695,0.059938,0.007139,0.060361,18|19|20|21|22|23,0.4707
8235.450430,-0.051923,-5.775831,0.005802,2.827210,-0.051695,0.001781,0.055366,0.007749,0.055906,18|19|20|21|23,0.4692
8235.467096,-0.050812,-5.792821,0.006675,2.831590,-0.052167,0.001780,0.060221,0.008825,0.060864,18|19|20|21|22|23,0.4710
8235.483763,-0.061542,-5.800598,0.007078,2.835914,-0.052639,0.001770,0.060123,0.003465,0.060223,18|19|20|21|22,0.4712
8235.500430,-0.072680,-5.808895,0.006427,2.840219,-0.053106,0.001757,0.060327,-0.002121,0.060364,18|19|20|21|22|23,0.4715
8235.517096,-0.083263,-5.816313,0.007160,2.844516,-0.053349,0.001763,0.060062,-0.007631,0.060545,18|19|20|21|22|23,0.4719
8235.533763,-0.087519,-5.824138,0.008045,2.848798,-0.052934,0.001798,0.060033,-0.010358,0.060920,18|19|20|21|22|23,0.4717
8235.550430,-0.087526,-5.824149,0.008035,2.853083,-0.052519,0.001811,0.055754,-0.010777,0.056786,18|19|20|21|22|23,0.4710
8235.567096,-0.077527,-5.833512,0.008537,2.857373,-0.052104,0.001815,0.056552,-0.005758,0.056844,18|19|20|21|22|23,0.4687
8235.583763,-0.065904,-5.854150,0.000832,2.861664,-0.051687,0.001821,0.063478,0.000142,0.063478,18|19|20|21|22|23,0.4676
8235.600430,-0.065955,-5.854195,0.000778,2.865957,-0.051275,0.001835,0.059209,-0.000297,0.059209,18|19|20|21|22|23,0.4698
8235.617096,-0.043172,-5.865511,0.005796,2.870223,-0.051058,0.001817,0.061093,0.011868,0.062235,18|19|20|21|22|23,0.4700
8235.633763,-0.043120,-5.865538,0.005870,2.874414,-0.051515,0.001774,0.056916,0.012353,0.058241,18|19|20|21|22|23,0.4612
8235.650430,-0.049922,-5.879863,0.005299,2.878648,-0.051979,0.001749,0.060468,0.009120,0.061152,18|19|20|21|22|23,0.4564
8235.667096,-0.059553,-5.890559,0.006305,2.882940,-0.052458,0.001752,0.061989,0.004366,0.062142,20|21|22|23,0.4738
8235.683763,-0.059550,-5.890561,0.006299,2.887278,-0.052934,0.001752,0.057652,0.004842,0.057855,20|21|22|23,0.4732
8235.700430,-0.070375,-5.898776,0.006279,2.891643,-0.052762,0.001705,0.057751,-0.001212,0.057764,20|21|22|23,0.4726
8235.717096,-0.077132,-5.914337,0.005961,2.896096,-0.052367,0.001705,0.061756,-0.005280,0.061981,20|21|22|23,0.4738
8235.733763,-0.068400,-5.922812,0.005639,2.900566,-0.051968,0.001702,0.061891,-0.000933,0.061899,20|21|22|23,0.4734
8235.750430,-0.059413,-5.931274,0.006816,2.905023,-0.052062,0.001700,0.062034,0.004045,0.062166,20|21|22|23,0.4706
8235.767096,-0.061872,-5.939662,0.008271,2.909474,-0.052402,0.001697,0.062141,0.003049,0.062216,20|21|22|23,0.4682
8235.783763,-0.069313,-5.948152,0.008135,2.913907,-0.052733,0.001700,0.062323,-0.000663,0.062326,20|21|22|23,0.4724
8235.800430,-0.076847,-5.956446,0.008220,2.918288,-0.053060,0.001749,0.062449,-0.004432,0.062607,20|21|22|23,0.4724
8235.817096,-0.085221,-5.964896,0.010311,2.922634,-0.053386,0.001831,0.062695,-0.008657,0.063290,20|21|22|23,0.4722
8235.833763,-0.085219,-5.964896,0.010308,2.926917,-0.053376,0.001925,0.058412,-0.008666,0.059052,20|21|22|23,0.4720
8235.850430,-0.092422,-5.981047,0.011079,2.931281,-0.052943,0.001966,0.062827,-0.013013,0.064160,20|21|22|23,0.4716
8235.867096,-0.092421,-5.981047,0.011075,2.935641,-0.052502,0.001981,0.058467,-0.013454,0.059995,20|21|22|23,0.4722
8235.883763,-0.073336,-5.996846,0.011388,2.939950,-0.052067,0.001967,0.062743,-0.003516,0.062842,20|21|22|23,0.4723
8235.900430,-0.073336,-5.996845,0.011387,2.944253,-0.052073,0.001911,0.058440,-0.003510,0.058545,20|21|22|23,0.4721
8235.917096,-0.063875,-6.004692,0.011664,2.948632,-0.052435,0.001906,0.058326,0.001994,0.058360,20|21|22|23,0.4724
8235.933763,-0.064414,-6.013160,0.011657,2.953044,-0.052794,0.001909,0.058515,0.002060,0.058552,20|21|22|23,0.4729
8235.950430,-0.080526,-6.029351,0.010886,2.957456,-0.053149,0.001921,0.062904,-0.006341,0.063223,20|21|22|23,0.4729
8235.967096,-0.080528,-6.029352,0.010886,2.961911,-0.053509,0.001934,0.058449,-0.005982,0.058754,20|21|22|23,0.4729
8235.983763,-0.088735,-6.037722,0.009714,2.966299,-0.053717,0.001907,0.058610,-0.010235,0.059497,20|21|22|23,0.4723
8236.000430,-0.101019,-6.053322,0.008061,2.970756,-0.053118,0.001909,0.062631,-0.017510,0.065033,20|21|22|23,0.4728
8236.017096,-0.087558,-6.062443,0.007610,2.975241,-0.052508,0.001920,0.063103,-0.010804,0.064021,20|21|22|23,0.4721
8236.033763,-0.073984,-6.071204,0.007580,2.979708,-0.052343,0.001936,0.063397,-0.003592,0.063499,20|21|22|23,0.4718
8236.050430,-0.073982,-6.071205,0.007584,2.984158,-0.052453,0.001941,0.058948,-0.003481,0.059050,20|21|22|23,0.4703
8236.067096,-0.070686,-6.080086,0.007430,2.988616,-0.052558,0.001945,0.059316,-0.001585,0.059338,20|21|22|23,0.4697
8236.083763,-0.075703,-6.096955,0.007684,2.993075,-0.052662,0.001952,0.064026,-0.004207,0.064164,20|21|22|23,0.4696
8236.100430,-0.075702,-6.096956,0.007687,2.997534,-0.052765,0.001963,0.059567,-0.004104,0.059708,20|21|22|23,0.4696
8236.117096,-0.080800,-6.114158,0.008103,3.001995,-0.052866,0.001971,0.064456,-0.006773,0.064810,20|21|22|23,0.4693
8236.133763,-0.080800,-6.114159,0.008102,3.006406,-0.052784,0.001915,0.060045,-0.006855,0.060435,20|21|22|23,0.4694
8236.150430,-0.082579,-6.122392,0.008197,3.010708,-0.052115,0.001915,0.060217,-0.008491,0.060813,20|21|22|23,0.4707
8236.167096,-0.065120,-6.137647,0.008311,3.015025,-0.051440,0.001911,0.064192,0.000323,0.064192,20|21|22,0.4712
8236.183763,-0.050300,-6.145767,0.008306,3.019403,-0.050825,0.001933,0.064226,0.007762,0.064693,20|21|22|23,0.4717
8236.200430,-0.037215,-6.153263,0.007714,3.023734,-0.051246,0.001813,0.063969,0.015295,0.065772,20|21|22,0.4722
8236.217096,-0.046711,-6.162026,0.007349,3.028078,-0.051654,0.001806,0.064387,0.010542,0.065245,20|21|22|23,0.4724
8236.233763,-0.055568,-6.170231,0.007681,3.032419,-0.052058,0.001784,0.064506,0.006133,0.064796,20|21|22|23,0.4726
8236.250430,-0.063999,-6.178208,0.009007,3.036775,-0.052465,0.001771,0.064485,0.001958,0.064515,20|21|22,0.4724
8236.267096,-0.073533,-6.186568,0.008309,3.041107,-0.052879,0.001763,0.064696,-0.002810,0.064757,20|21|22|23,0.4710
8236.283763,-0.073532,-6.186568,0.008309,3.045449,-0.053296,0.001745,0.060355,-0.002393,0.060402,20|21|22|23,0.4702
8236.300430,-0.092304,-6.203108,0.007731,3.049761,-0.052860,0.001774,0.065032,-0.013030,0.066324,20|21|22|23,0.4692
8236.317096,-0.092142,-6.202531,0.008144,3.054161,-0.052339,0.001771,0.060318,-0.013464,0.061803,20|21|22,0.4708
8236.333763,-0.070536,-6.218174,0.008048,3.058607,-0.051850,0.001809,0.064373,-0.002211,0.064411,20|21|22,0.4695
8236.350430,-0.070533,-6.218176,0.008052,3.062952,-0.052104,0.001785,0.060030,-0.001955,0.060062,20|21|22,0.4701
8236.367096,-0.065914,-6.234048,0.007765,3.067363,-0.052351,0.001802,0.064245,0.000803,0.064250,20|21|22,0.4712
8236.383763,-0.071686,-6.243032,0.007794,3.071813,-0.052600,0.001829,0.064678,-0.002086,0.064711,20|21|22,0.4704
8236.400430,-0.071682,-6.243034,0.007801,3.074623,-0.052701,0.001703,0.061868,-0.001982,0.061900,20|21|22,0.4714
8236.417096,-0.077469,-6.251609,0.007461,3.076086,-0.052764,0.001759,0.065065,-0.005064,0.065262,20|21|22,0.4721
8236.433763,-0.077778,-6.259346,0.007910,3.076140,-0.052767,0.001759,0.069217,-0.005230,0.069414,20|21|22,0.4714
8236.450430,-0.077780,-6.259347,0.007906,3.076138,-0.052758,0.001759,0.069219,-0.005239,0.069417,20|21|22,0.4706
8236.467096,-0.077350,-6.260139,0.008120,3.076145,-0.052759,0.001759,0.069642,-0.005005,0.069822,20|21|22,0.4708
8236.483763,-0.077341,-6.260571,0.007968,3.076152,-0.052759,0.001759,0.069871,-0.004999,0.070049,20|21|22,0.4692
8236.500430,-0.077450,-6.260419,0.007819,3.076159,-0.052759,0.001759,0.069781,-0.005058,0.069964,20|21|22,0.4699
8236.517096,-0.077485,-6.260797,0.007830,3.076166,-0.052760,0.001761,0.069980,-0.005077,0.070164,20|21|22,0.4696
8236.533763,-0.077572,-6.261370,0.007660,3.076172,-0.052760,0.001761,0.070285,-0.005124,0.070471,20|21|22,0.4680
8236.550430,-0.077427,-6.261504,0.007873,3.076179,-0.052760,0.001762,0.070351,-0.005045,0.070532,20|21|22,0.4679
8236.567096,-0.077427,-6.261504,0.007873,3.076185,-0.052761,0.001762,0.070345,-0.005044,0.070525,20|21|22,0.4688
8236.583763,-0.077587,-6.261305,0.007610,3.076191,-0.052761,0.001761,0.070230,-0.005131,0.070417,20|21|22,0.4672
8236.600430,-0.077516,-6.261682,0.007928,3.076199,-0.052761,0.001762,0.070428,-0.005092,0.070612,20|21|22,0.4679
8236.617096,-0.077327,-6.261307,0.008356,3.076205,-0.052762,0.001762,0.070217,-0.004989,0.070394,20|21|22,0.4682
8236.633763,-0.077342,-6.261473,0.008282,3.076212,-0.052762,0.001762,0.070301,-0.004997,0.070478,20|21|22,0.4676
8236.650430,-0.077313,-6.261746,0.008263,3.076219,-0.052763,0.001762,0.070442,-0.004981,0.070618,20|21|22,0.4681
8236.667096,-0.074610,-6.260523,0.015388,3.076226,-0.052763,0.001763,0.069770,-0.003511,0.069859,20|21|22,0.4594
8236.683763,-0.074690,-6.260802,0.014966,3.076232,-0.052763,0.001764,0.069916,-0.003555,0.070006,20|21|22,0.4582
8236.700430,-0.076465,-6.262245,0.009204,3.076239,-0.052764,0.001764,0.070694,-0.004519,0.070838,20|21|22,0.4664
8236.717096,-0.076180,-6.261968,0.009664,3.076245,-0.052764,0.001763,0.070536,-0.004364,0.070671,20|21|22,0.4666
8236.733763,-0.077075,-6.261674,0.008430,3.076252,-0.052764,0.001764,0.070370,-0.004850,0.070537,20|21|22,0.4680
8236.750430,-0.077053,-6.261351,0.008517,3.076259,-0.052764,0.001764,0.070187,-0.004838,0.070354,20|21|22,0.4689
8236.767096,-0.077053,-6.261351,0.008517,3.076266,-0.052765,0.001764,0.070181,-0.004837,0.070347,20|21|22,0.4681
8236.783763,-0.077180,-6.262543,0.007999,3.076273,-0.052765,0.001765,0.070821,-0.004906,0.070991,20|21,0.4658
8236.800430,-0.077180,-6.262543,0.008000,3.076280,-0.052766,0.001765,0.070815,-0.004906,0.070984,20|21,0.4663
8236.817096,-0.077328,-6.262467,0.007784,3.076286,-0.052766,0.001765,0.070767,-0.004985,0.070942,20|21,0.4670
8236.833763,-0.077531,-6.262316,0.007533,3.076292,-0.052766,0.001765,0.070678,-0.005095,0.070862,20|21,0.4663
