t,x,y,yaw,odom_x,odom_y,odom_yaw,error_x,error_y,error_dist,tags_used,quality
8224.133762,0.028983,-0.471890,-0.000008,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0|1|2|3|4|5,0.4670
8224.150429,0.028888,-0.472056,-0.000368,0.000005,-0.000000,0.000000,0.000085,-0.000051,0.000099,0|1|2|3|4|5,0.4668
8224.167096,0.028817,-0.472227,-0.000314,0.000011,-0.000000,-0.000000,0.000172,-0.000090,0.000194,0|1|2|3|4|5,0.4678
8224.183762,0.028043,-0.471741,0.000824,0.000016,-0.000000,0.000000,-0.000097,-0.000511,0.000520,0|1|2|3|5,0.4695
8224.200429,0.028780,-0.472299,-0.000357,0.000021,0.000000,0.000000,0.000201,-0.000111,0.000229,0|1|2|3|4|5,0.4649
8224.217096,0.028984,-0.473208,-0.002862,0.000026,0.000000,0.000001,0.000690,0.000000,0.000690,0|2|3|4|5,0.4637
8224.233762,0.029152,-0.472600,-0.002642,0.000031,0.000000,0.000001,0.000355,0.000092,0.000366,0|2|3|4|5,0.4621
8224.250429,0.029229,-0.472439,-0.002462,0.000037,0.000000,0.000001,0.000261,0.000133,0.000293,0|2|3|4|5,0.4612
8224.267096,0.029229,-0.472439,-0.002462,0.000043,0.000000,0.000001,0.000255,0.000134,0.000288,0|2|3|4|5,0.4616
8224.283762,0.029048,-0.472581,-0.001936,0.000043,0.000000,0.000001,0.000333,0.000035,0.000334,0|1|2|3|4|5,0.4673
8224.300429,0.029048,-0.472581,-0.001935,0.000048,0.000000,0.000001,0.000327,0.000035,0.000329,0|1|2|3|4|5,0.4670
8224.317096,0.029064,-0.472597,-0.001976,0.000048,0.000000,0.000001,0.000336,0.000044,0.000339,0|1|2|3|4|5,0.4692
8224.333762,0.028832,-0.471974,-0.000022,0.000048,0.000000,0.000001,-0.000003,-0.000082,0.000082,0|1|2|3|4|5,0.4686
8224.350429,0.028349,-0.471895,0.001045,0.000069,0.000000,0.000002,-0.000067,-0.000345,0.000351,0|1|2|3|4|5,0.4693
8224.367096,0.028415,-0.471852,0.000938,0.000074,0.000001,0.000002,-0.000095,-0.000309,0.000324,0|1|2|3|4|5,0.4695
8224.383762,0.028659,-0.471533,0.001111,0.000079,0.000001,0.000002,-0.000273,-0.000177,0.000325,0|1|2|3|4|5,0.4678
8224.400429,0.028123,-0.471420,0.001267,0.000084,0.000001,0.000002,-0.000339,-0.000468,0.000578,0|1|2|3|5,0.4672
8224.417096,0.028636,-0.471652,0.001092,0.000090,0.000001,0.000002,-0.000220,-0.000189,0.000290,0|1|2|3|4|5,0.4678
8224.433762,0.028599,-0.471734,0.000905,0.000095,0.000001,0.000003,-0.000180,-0.000210,0.000276,0|1|2|3|4|5,0.4686
8224.450429,0.028538,-0.471973,0.000493,0.001601,0.000046,0.000110,-0.001556,-0.000288,0.001582,0|1|2|3|4|5,0.4678
8224.467096,0.028045,-0.471577,0.001075,0.004268,0.000104,0.000210,-0.004438,-0.000614,0.004480,0|1|2|3|5,0.4738
8224.483762,0.029399,-0.480467,0.001033,0.008345,0.000162,0.000223,-0.003683,0.000065,0.003684,0|1|2|3|4|5,0.4755
8224.500429,0.029399,-0.480468,0.001034,0.012747,0.000213,0.000237,-0.008085,0.000013,0.008085,0|1|2|3|4|5,0.4747
8224.517096,0.031945,-0.496881,0.000310,0.017141,0.000257,0.000251,-0.003559,0.001352,0.003807,0|1|2|3|4|5,0.4732
8224.533762,0.032840,-0.505174,0.000409,0.021583,0.000171,0.000259,-0.003494,0.001925,0.003989,0|1|2|3|4|5,0.4754
8224.550429,0.031207,-0.513824,-0.000335,0.026032,0.000080,0.000270,-0.003242,0.001129,0.003433,0|1|2|3|4|5,0.4734
8224.567096,0.029507,-0.522506,-0.000461,0.030481,-0.000013,0.000270,-0.002973,0.000298,0.002988,0|1|2|3|4|5,0.4705
8224.583762,0.029513,-0.522507,-0.000467,0.034931,-0.000107,0.000271,-0.007422,0.000395,0.007432,0|1|2|3|4|5,0.4708
8224.600429,0.027567,-0.530808,-0.000854,0.039218,-0.000216,0.000220,-0.007198,-0.000554,0.007219,0|1|2|3|4|5,0.4713
8224.617096,0.022566,-0.547403,0.000102,0.043518,-0.000314,0.000229,-0.002479,-0.003173,0.004027,0|1|2|3|4|5,0.4699
8224.633762,0.020195,-0.554743,0.000535,0.047882,-0.000413,0.000244,-0.002853,-0.004363,0.005213,0|1|2|3|5,0.4698
8224.650429,0.018315,-0.562996,0.000722,0.052312,-0.000512,0.000248,-0.002798,-0.005286,0.005981,0|1|2|3|4|5,0.4694
8224.667096,0.018231,-0.562776,0.000588,0.056705,-0.000357,0.000250,-0.007311,-0.005486,0.009141,0|1|2|3|5,0.4679
8224.683762,0.016547,-0.570126,0.000903,0.061177,-0.000451,0.000252,-0.007788,-0.006307,0.010021,0|1|2|3|4|5,0.4685
8224.700429,0.019825,-0.579524,0.000310,0.065653,-0.000546,0.000253,-0.007156,-0.004430,0.008416,0|1|2|3|4|5,0.4682
8224.717096,0.015424,-0.597038,0.000259,0.070132,-0.000643,0.000254,-0.002117,-0.006726,0.007051,0|1|2|3|4|5,0.4693
8224.733762,0.013513,-0.605052,0.000115,0.074612,-0.000738,0.000255,-0.002242,-0.007669,0.007990,0|1|2|3|4|5,0.4702
8224.750429,0.011317,-0.613486,-0.000147,0.079002,-0.000849,0.000229,-0.002047,-0.008752,0.008988,0|1|2|3|4|5,0.4699
8224.767096,0.008710,-0.622380,-0.000872,0.083324,-0.000951,0.000199,-0.001536,-0.010066,0.010183,0|1|2|3|4|5,0.4687
8224.783762,0.006502,-0.630534,-0.001158,0.087577,-0.000881,0.000205,-0.001357,-0.011336,0.011417,0|1|2|3|4|5,0.4661
8224.800429,0.006505,-0.630569,-0.001213,0.091805,-0.000285,0.000189,-0.005566,-0.011931,0.013165,0|1|2|3|4|5,0.4699
8224.817096,0.008245,-0.636195,0.000644,0.096048,-0.000377,0.000189,-0.006752,-0.010893,0.012816,0|1|2|3|4|5,0.4702
8224.833762,0.019998,-0.651392,0.002254,0.100345,-0.000473,0.000190,-0.002790,-0.004410,0.005218,0|1|2|3|4|5,0.4705
8224.850429,0.020001,-0.651382,0.002264,0.104651,-0.000568,0.000207,-0.007101,-0.004313,0.008308,0|1|2|3|4|5,0.4723
8224.867096,0.015605,-0.666981,0.002382,0.108954,-0.000665,0.000249,-0.002926,-0.006604,0.007224,0|1|2|3|5,0.4728
8224.883762,0.015914,-0.666166,0.002312,0.113248,-0.000761,0.000300,-0.007664,-0.006341,0.009947,0|1|2|3|4|5,0.4736
8224.900429,0.013739,-0.675965,0.002374,0.117543,-0.000858,0.000312,-0.006633,-0.007426,0.009957,0|1|2|3|4|5,0.4734
8224.917096,0.011551,-0.684477,0.002054,0.121847,-0.000963,0.000271,-0.006311,-0.008510,0.010594,0|1|2|3|4|5,0.4727
8224.933762,0.009218,-0.692871,0.002179,0.126166,-0.001068,0.000239,-0.006067,-0.009673,0.011418,0|1|2|3|4|5,0.4716
8224.950429,0.006893,-0.701691,0.001845,0.130512,-0.001163,0.000225,-0.005621,-0.010842,0.012212,0|1|2|3|4|5,0.4703
8224.967096,0.002853,-0.718369,0.001420,0.134748,-0.000710,0.000252,-0.000792,-0.013490,0.013513,0|1|2|3|4|5,0.4690
8224.983762,0.002857,-0.718370,0.001424,0.139034,-0.000468,0.000262,-0.005077,-0.013730,0.014639,0|1|2|3|4|5,0.4696
8225.000429,0.013155,-0.724680,0.001037,0.143304,-0.000562,0.000263,-0.005919,-0.008039,0.009983,0|1|2|3|4|5,0.4710
8225.017096,0.015552,-0.741204,0.000477,0.147588,-0.000659,0.000264,-0.001222,-0.006640,0.006751,0|1|2|3|4|5,0.4720
8225.033762,0.013343,-0.749570,0.000784,0.151873,-0.000753,0.000293,-0.000959,-0.007746,0.007805,0|1|2|3|4|5,0.4728
8225.050429,0.010976,-0.760028,0.002188,0.156190,-0.000847,0.000315,0.000407,-0.008938,0.008948,0|1|2|3|4|5|6|7,0.4657
8225.067096,0.007599,-0.768159,0.001924,0.160627,-0.000941,0.000308,0.000389,-0.010679,0.010687,0|1|2|3|4|5|6|7,0.4738
8225.083762,0.007605,-0.768150,0.001914,0.165116,-0.001050,0.000308,-0.004105,-0.010568,0.011337,0|1|2|3|4|5|6|7,0.4717
8225.100429,0.005861,-0.776096,0.001953,0.169521,-0.000925,0.000310,-0.004192,-0.011640,0.012372,0|1|2|3|4|5|6|7,0.4701
8225.117096,0.006531,-0.791731,0.001831,0.173976,-0.001021,0.000310,-0.000150,-0.011179,0.011180,0|1|2|3|4|5|6|7,0.4706
8225.133762,0.004406,-0.800095,0.001846,0.178382,-0.001115,0.000300,-0.000010,-0.012241,0.012241,0|1|2|3|4|5|6|7,0.4708
8225.150429,0.002345,-0.808520,0.001842,0.182733,-0.001204,0.000287,0.000218,-0.013272,0.013273,0|1|2|3|4|5|6|7,0.4709
8225.167096,0.002343,-0.808523,0.001843,0.187033,-0.001290,0.000274,-0.004080,-0.013186,0.013803,0|1|2|3|4|5|6|7,0.4710
8225.183762,0.000042,-0.816970,0.001822,0.191300,-0.001377,0.000284,-0.003757,-0.014351,0.014834,0|1|2|3|4|5|6|7,0.4709
8225.200429,-0.004365,-0.832910,0.001627,0.195513,-0.001479,0.000278,0.000694,-0.016644,0.016658,0|1|2|3|4|5|6|7,0.4718
8225.217096,-0.006923,-0.840900,0.001458,0.199725,-0.001578,0.000270,0.000823,-0.017934,0.017953,0|1|2|3|4|5|6|7,0.4716
8225.233762,-0.009042,-0.848785,0.001578,0.204016,-0.001678,0.000277,0.000819,-0.018987,0.019004,0|1|2|3|4|5|6|7,0.4715
8225.250429,-0.009377,-0.848363,0.002259,0.208360,-0.001683,0.000273,-0.003756,-0.019163,0.019527,0|1|2|3|5|6|7,0.4715
8225.267096,-0.010761,-0.855908,0.001607,0.212775,-0.001610,0.000277,-0.004069,-0.019988,0.020398,0|1|2|3|4|5|6|7,0.4695
8225.283762,-0.009377,-0.872273,0.002756,0.217209,-0.001559,0.000264,0.000391,-0.019286,0.019290,0|1|2|3|5|6|7,0.4723
8225.300429,-0.008540,-0.880241,0.002658,0.221644,-0.001499,0.000240,0.000285,-0.018893,0.018895,0|1|2|3|4|5|6|7,0.4709
8225.317096,-0.006800,-0.889353,0.002430,0.226057,-0.001439,0.000250,0.000825,-0.018006,0.018025,0|1|2|3|4|5|6|7,0.4712
8225.333762,-0.006804,-0.889373,0.002420,0.230486,-0.001383,0.000247,-0.003593,-0.018065,0.018419,0|1|2|3|4|5|6|7,0.4702
8225.350429,-0.005650,-0.896970,0.003029,0.234940,-0.001328,0.000229,-0.003919,-0.017493,0.017926,0|1|2|3|4|5|6|7,0.4599
8225.367096,-0.003820,-0.915896,0.002645,0.239429,-0.001261,0.000214,0.001878,-0.016565,0.016671,2|3|4|5|6|7,0.4692
8225.383762,-0.004964,-0.921793,0.007228,0.243913,-0.001232,0.000197,0.000600,-0.017215,0.017226,2|3|4|5|6|7,0.4691
8225.400429,-0.002706,-0.929406,0.005843,0.248325,-0.001759,0.000130,0.000325,-0.015461,0.015465,2|3|4|5|6|7,0.4681
8225.417096,-0.012922,-0.940304,0.002299,0.252695,-0.001639,0.000106,0.001877,-0.021133,0.021216,2|3|4|5|6|7,0.4713
8225.433762,-0.009249,-0.948230,0.002199,0.257062,-0.001508,0.000102,0.001818,-0.019268,0.019353,2|3|4|5|6|7,0.4689
8225.450429,-0.006194,-0.956186,0.002019,0.261411,-0.001371,0.000105,0.001793,-0.017744,0.017835,2|3|4|5|6|7,0.4675
8225.467096,-0.006191,-0.956187,0.002017,0.265704,-0.001236,0.000099,-0.002499,-0.017878,0.018052,2|3|4|5|6|7,0.4681
8225.483762,-0.003396,-0.964799,0.002493,0.269989,-0.001112,0.000072,-0.002104,-0.016483,0.016617,2|3|5|6,0.4696
8225.500429,-0.002128,-0.969730,0.002697,0.274287,-0.000975,0.000052,-0.003722,-0.015931,0.016360,2|3|4|5|6|7,0.4669
8225.517096,0.001872,-0.987285,0.007938,0.278595,-0.000847,0.000042,0.001511,-0.013886,0.013968,2|3|4|5|6|7,0.4665
8225.533762,0.001858,-0.987274,0.007959,0.282944,-0.000718,0.000043,-0.002844,-0.014021,0.014307,2|3|4|5|6|7,0.4657
8225.550429,0.010672,-1.006130,0.003204,0.287263,-0.001132,0.000009,0.003084,-0.008818,0.009341,2|3|4|5|6|7,0.4646
8225.567096,0.010963,-1.006680,0.002564,0.291628,-0.001395,-0.000018,-0.000981,-0.008396,0.008453,2|3|5|6|7,0.4697
8225.583762,0.001681,-1.015010,0.001495,0.295985,-0.001408,-0.000007,-0.000812,-0.013427,0.013452,2|3|5|6|7,0.4699
8225.600429,-0.004250,-1.031271,0.001281,0.300351,-0.001415,-0.000001,0.003661,-0.016644,0.017042,2|3|4|5|6|7,0.4713
8225.617096,-0.003988,-1.039327,0.000997,0.304720,-0.001417,0.000005,0.003669,-0.016499,0.016902,2|3|4|5|6|7,0.4707
8225.633762,-0.003831,-1.047258,0.001289,0.309091,-0.001417,0.000012,0.003609,-0.016415,0.016807,2|3|4|5|6|7,0.4700
8225.650429,-0.003714,-1.055549,0.001161,0.313533,-0.001417,0.000012,0.003673,-0.016350,0.016758,2|3|4|5|6|7,0.4699
8225.667096,-0.003611,-1.064226,0.001158,0.317998,-0.001414,0.000011,0.003923,-0.016298,0.016763,2|3|4|5|6|7,0.4693
8225.683762,-0.003329,-1.072551,0.001092,0.322481,-0.001406,0.000009,0.003965,-0.016153,0.016632,2|3|4|5|6|7,0.4684
8225.700429,-0.003380,-1.072135,0.001097,0.326842,-0.000998,0.000025,-0.000622,-0.016587,0.016599,2|3|4|5|6,0.4680
8225.717096,0.005553,-1.087232,0.002283,0.331246,-0.000934,0.000021,0.003179,-0.011796,0.012217,2|3|5|6,0.4699
8225.733762,0.006532,-1.096132,0.001079,0.335608,-0.000870,0.000017,0.003654,-0.011329,0.011904,2|3|4|5|6,0.4711
8225.750429,0.008320,-1.106722,-0.001732,0.339915,-0.000805,0.000013,0.005103,-0.010422,0.011604,2|3|4|5|6|7,0.4699
8225.767096,0.008343,-1.106921,-0.001424,0.344231,-0.000743,0.000002,0.000894,-0.010472,0.010510,2|3|5|6|7,0.4704
8225.783762,0.010468,-1.122095,0.000288,0.348553,-0.000681,-0.000005,0.004819,-0.009379,0.010544,2|3|4|5|6|7,0.4729
8225.800429,0.011931,-1.130567,0.000405,0.352875,-0.000613,-0.000007,0.005101,-0.008651,0.010043,2|3|4|5|6|7,0.4737
8225.817096,0.011933,-1.130566,0.000408,0.357190,-0.000551,-0.000003,0.000786,-0.008712,0.008748,2|3|4|5|6|7,0.4729
8225.833762,0.013760,-1.138893,0.000046,0.361542,-0.000493,0.000000,0.000960,-0.007778,0.007837,2|3|4|5|6|7,0.4728
8225.850429,0.016227,-1.155078,0.000517,0.365878,-0.000044,0.000008,0.005420,-0.006886,0.008763,2|3|4|5|6|7,0.4720
8225.867096,0.026676,-1.161607,0.001331,0.370305,-0.000040,0.000007,0.004541,-0.001211,0.004700,2|3|4|5|6|7,0.4706
8225.883762,0.026682,-1.161599,0.001328,0.374760,-0.000035,0.000007,0.000082,-0.001212,0.001215,2|3|4|5|6|7,0.4717
8225.900429,0.027364,-1.177329,0.003569,0.379222,-0.000033,0.000008,0.004168,-0.000843,0.004252,2|3|4|5|6|7|8,0.4675
8225.917096,0.027366,-1.185577,0.003699,0.383688,-0.000034,0.000007,0.004185,-0.000841,0.004269,2|3|4|5|6|7|8,0.4669
8225.933762,0.027365,-1.185577,0.003694,0.388144,-0.000038,0.000001,-0.000271,-0.000839,0.000881,2|3|4|5|6|7|8,0.4658
8225.950429,0.027651,-1.203314,0.001842,0.392602,-0.000044,-0.000000,0.004910,-0.000676,0.004957,2|3|5|6|7|8,0.4668
8225.967096,0.028135,-1.201584,0.003229,0.397044,-0.000053,-0.000001,-0.000471,-0.000404,0.000621,2|3|4|5|6|7|8,0.4655
8225.983762,0.027728,-1.211391,0.003205,0.401331,-0.000274,-0.000009,0.000572,-0.000404,0.000700,2|3|4|5|6|7|8,0.4651
8226.000429,0.027982,-1.220978,0.001210,0.405669,-0.000721,-0.000006,0.001443,0.000180,0.001454,2|3|4|5|6|7|8,0.4643
8226.017096,0.022973,-1.227519,0.001786,0.410033,-0.000588,0.000028,0.000635,-0.002675,0.002749,2|3|4|5|6|7|8,0.4675
8226.033762,0.012228,-1.236889,-0.000553,0.414345,-0.000454,0.000035,0.001415,-0.008649,0.008764,2|3|4|5|6|7|8,0.4693
8226.050429,0.018088,-1.253685,-0.001015,0.418671,-0.000321,0.000048,0.006217,-0.005596,0.008365,2|3|4|5|6|7|8,0.4700
8226.067096,0.021670,-1.261183,0.001187,0.422997,-0.000192,0.000068,0.005967,-0.003779,0.007063,2|3|5|6|7|8,0.4713
8226.083762,0.025045,-1.269483,0.001590,0.427321,-0.000065,0.000096,0.006153,-0.002072,0.006492,2|3|4|5|6|7|8,0.4696
8226.100429,0.027225,-1.277939,0.000274,0.431616,0.000075,0.000094,0.006453,-0.001027,0.006535,2|3|4|5|6|7|8,0.4728
8226.117096,0.030474,-1.285953,0.000673,0.435916,0.000204,0.000099,0.006509,0.000610,0.006538,2|3|4|5|6|7|8,0.4721
8226.133762,0.030474,-1.285952,0.000672,0.440228,0.000329,0.000108,0.002197,0.000485,0.002249,2|3|4|5|6|7|8,0.4714
8226.150429,0.035747,-1.302257,0.001401,0.444520,-0.000145,0.000141,0.006767,0.003825,0.007773,2|3|4|5|6|7|8,0.4700
8226.167096,0.024818,-1.308859,0.001644,0.448925,-0.000153,0.000147,0.005949,-0.002106,0.006311,2|3|4|5|6|7|8,0.4705
8226.183762,0.024801,-1.308863,0.001647,0.453378,-0.000089,0.000146,0.001499,-0.002180,0.002646,2|3|4|5|6|7|8,0.4638
8226.200429,0.025046,-1.325983,0.001308,0.457857,-0.000029,0.000146,0.006324,-0.002107,0.006666,3|4|5|6|7|8,0.4722
8226.217096,0.025044,-1.325985,0.001311,0.462336,0.000026,0.000153,0.001846,-0.002163,0.002843,3|4|5|6|7|8,0.4727
8226.233762,0.026097,-1.334580,0.001111,0.466808,0.000087,0.000159,0.002044,-0.001651,0.002628,3|4|5|6|7|8,0.4744
8226.250429,0.028437,-1.351720,0.001234,0.471275,0.000141,0.000163,0.006893,-0.000434,0.006907,3|4|5|6|7|8,0.4744
8226.267096,0.029683,-1.360163,0.001252,0.475733,0.000192,0.000162,0.007024,0.000193,0.007027,3|4|5|6|7|8,0.4749
8226.283762,0.031183,-1.369117,0.001043,0.480196,0.000264,0.000176,0.007426,0.000936,0.007485,3|4|5|6|7|8,0.4736
8226.300429,0.031179,-1.369116,0.001043,0.484553,0.000281,0.000174,0.003070,0.000917,0.003204,3|4|5|6|7|8,0.4741
8226.317096,0.032653,-1.376739,0.001314,0.488985,0.000190,0.000181,0.002781,0.001809,0.003318,3|4|5|6|7|8,0.4753
8226.333762,0.033356,-1.384269,0.001261,0.493421,0.000097,0.000192,0.002438,0.002284,0.003340,3|4|5|6|7|8,0.4769
8226.350429,0.031174,-1.392357,0.001308,0.497858,0.000004,0.000193,0.002396,0.001191,0.002676,3|4|5|6|7|8,0.4771
8226.367096,0.027014,-1.409382,0.001343,0.502194,-0.000097,0.000162,0.007313,-0.000969,0.007377,3|4|5|6|7|8,0.4773
8226.383762,0.027017,-1.409383,0.001345,0.506480,-0.000201,0.000142,0.003027,-0.000864,0.003148,3|4|5|6|7|8,0.4761
8226.400429,0.022486,-1.426877,0.001019,0.510793,-0.000300,0.000151,0.008221,-0.003227,0.008832,3|4|5|6|7|8,0.4740
8226.433762,0.022491,-1.426883,0.001024,0.519617,-0.000502,0.000166,-0.000599,-0.003022,0.003081,3|4|5|6|7|8,0.4732
8226.450429,0.015888,-1.452705,0.001207,0.523973,-0.000333,0.000166,0.009079,-0.006780,0.011331,3|4|5|6|7|8,0.4720
8226.467096,0.020331,-1.457670,0.002612,0.528461,-0.000426,0.000166,0.007289,-0.004272,0.008448,3|4|5|6|7|8,0.4707
8226.483762,0.017127,-1.467467,0.000980,0.532952,-0.000523,0.000167,0.008122,-0.005916,0.010048,3|4|5|6|7|8,0.4736
8226.500429,0.017127,-1.467465,0.000981,0.537445,-0.000619,0.000167,0.003628,-0.005821,0.006858,3|4|5|6|7|8,0.4737
8226.517096,0.015030,-1.475722,0.000702,0.541872,-0.000726,0.000158,0.003689,-0.006853,0.007782,3|4|5|6|7|8,0.4730
8226.533762,0.012918,-1.484090,0.000380,0.546244,-0.000835,0.000133,0.003865,-0.007892,0.008787,3|4|5|6|7|8,0.4711
8226.550429,0.010896,-1.493058,0.000495,0.550566,-0.000935,0.000116,0.004417,-0.008891,0.009927,3|4|5|6|7|8,0.4700
8226.567096,0.008545,-1.501730,0.000629,0.554765,-0.000769,0.000117,0.004931,-0.010334,0.011450,3|4|5|6|7|8,0.4698
8226.583762,0.006383,-1.510272,0.000632,0.559009,-0.000257,0.000112,0.005330,-0.012021,0.013149,3|4|5|6|7|8,0.4699
8226.600429,0.021733,-1.524330,0.000816,0.563260,-0.000352,0.000110,0.008718,-0.003584,0.009426,3|4|5|6|7|8,0.4706
8226.617096,0.021732,-1.524329,0.000815,0.567571,-0.000448,0.000111,0.004406,-0.003488,0.005620,3|4|5|6|7|8,0.4715
8226.633762,0.017588,-1.540764,0.001176,0.571886,-0.000547,0.000142,0.009023,-0.005641,0.010641,3|4|5|6|7|8,0.4728
8226.650429,0.017588,-1.540761,0.001174,0.576194,-0.000646,0.000192,0.004714,-0.005543,0.007276,3|4|5|6|7|8,0.4721
8226.667096,0.013739,-1.556469,0.001470,0.580501,-0.000739,0.000201,0.008944,-0.007541,0.011699,3|4|5|6|7|8,0.4724
8226.683762,0.011611,-1.564689,0.001310,0.584811,-0.000843,0.000154,0.009101,-0.008594,0.012517,3|4|5|6|7|8,0.4724
8226.700429,0.009287,-1.572948,0.001219,0.589127,-0.000952,0.000105,0.009274,-0.009747,0.013455,3|4|5|6|7|8,0.4720
8226.717096,0.005764,-1.583290,0.003131,0.593461,-0.001068,0.000075,0.010560,-0.011546,0.015647,3|4|5|6|7|8|9|10,0.4613
8226.733762,0.005691,-1.583446,0.003252,0.597808,-0.001163,0.000065,0.006298,-0.011491,0.013103,3|4|5|6|7|8|9|10,0.4692
8226.750429,0.004652,-1.590957,0.001783,0.601985,-0.000612,0.000095,0.006204,-0.012606,0.014050,3|4|5|6|7|8|9|10,0.4677
8226.767096,0.002569,-1.599774,0.001460,0.606267,-0.000460,0.000111,0.006713,-0.013891,0.015428,3|4|5|6|7|8|9|10,0.4695
8226.783762,0.019102,-1.613427,0.001286,0.610538,-0.000555,0.000113,0.009862,-0.004810,0.010973,3|4|5|6|7|8|9|10,0.4695
8226.800429,0.016585,-1.621630,0.000894,0.614831,-0.000652,0.000110,0.010028,-0.006080,0.011727,3|4|5|6|7|8|9|10,0.4712
8226.817096,0.014050,-1.630143,0.000706,0.619120,-0.000749,0.000143,0.010365,-0.007362,0.012713,3|4|5|6|7|8|9|10,0.4719
8226.833762,0.011699,-1.638735,0.000702,0.623529,-0.000845,0.000140,0.010626,-0.008543,0.013634,3|4|5|6|7|8|9|10,0.4723
8226.850429,0.011700,-1.638734,0.000699,0.627997,-0.000953,0.000138,0.006158,-0.008435,0.010443,3|4|5|6|7|8|9|10,0.4725
8226.867096,0.007691,-1.655754,0.000794,0.632492,-0.001060,0.000138,0.010913,-0.010506,0.015148,3|4|5|6|7|8|9|10,0.4713
8226.883762,0.007690,-1.655749,0.000799,0.636854,-0.000925,0.000135,0.006548,-0.010642,0.012495,3|4|5|6|7|8|9|10,0.4700
8226.900429,0.008296,-1.670937,0.000767,0.641308,-0.001022,0.000137,0.010347,-0.010215,0.014540,3|4|5|6|7|8|9|10,0.4691
8226.917096,0.006278,-1.679464,0.001210,0.645707,-0.001117,0.000131,0.010583,-0.011217,0.015421,3|4|5|6|7|8|9|10,0.4700
8226.933762,0.003417,-1.687812,0.001509,0.650057,-0.001206,0.000117,0.010770,-0.012683,0.016639,3|4|5|6|7|8|9|10,0.4711
8226.950429,0.003181,-1.687412,0.001676,0.654355,-0.001292,0.000107,0.006255,-0.012725,0.014179,3|4|5|6|7|8|9,0.4717
8226.967096,-0.001324,-1.703722,0.001536,0.658617,-0.001383,0.000138,0.010857,-0.015082,0.018583,3|4|5|6|7|8|9,0.4714
8226.983762,-0.000525,-1.702072,0.001379,0.662896,-0.001484,0.000137,0.005682,-0.014547,0.015617,3|4|5|6|7|8|9|10,0.4713
8227.000429,-0.005252,-1.720731,0.001459,0.667184,-0.001590,0.000130,0.011534,-0.017010,0.020552,3|4|5|6|7|8|9|10,0.4711
8227.017096,-0.007911,-1.729269,0.000773,0.671508,-0.001697,0.000135,0.011850,-0.018348,0.021842,3|4|5|6|7|8|9|10,0.4679
8227.033762,-0.007883,-1.729330,0.000811,0.675798,-0.001649,0.000130,0.007593,-0.018381,0.019888,3|4|5|6|7|8|9|10,0.4614
8227.050429,-0.008189,-1.745122,0.001737,0.680203,-0.001598,0.000151,0.011771,-0.018598,0.022010,5|6|7|8|9|10,0.4682
8227.067096,-0.007386,-1.754034,0.001481,0.684635,-0.001545,0.000141,0.012183,-0.018215,0.021914,5|6|7|8|9|10,0.4701
8227.083762,-0.007385,-1.754039,0.001482,0.689065,-0.001486,0.000121,0.007755,-0.018273,0.019851,5|6|7|8|9|10,0.4712
8227.100429,-0.004772,-1.770862,0.001506,0.693493,-0.001430,0.000117,0.012470,-0.016909,0.021009,5|6|7|8|9|10,0.4716
8227.117096,-0.003853,-1.779725,0.001724,0.697936,-0.001377,0.000112,0.012844,-0.016463,0.020880,5|6|7|8|9|10,0.4730
8227.133762,-0.003852,-1.779722,0.001723,0.702404,-0.001321,0.000098,0.008374,-0.016519,0.018520,5|6|7|8|9|10,0.4732
8227.150429,-0.001372,-1.797040,0.001826,0.706901,-0.001255,0.000088,0.013289,-0.015236,0.020217,5|6|7|8|9|10,0.4733
8227.167096,-0.000062,-1.805387,0.002111,0.711371,-0.001276,0.000073,0.013355,-0.014503,0.019715,5|6|7|8|9|10,0.4721
8227.183762,-0.000251,-1.811921,0.002253,0.715791,-0.001751,0.000027,0.012486,-0.014131,0.018857,5|6|7|8|9|10,0.4719
8227.200429,-0.000250,-1.811914,0.002254,0.720175,-0.001626,0.000014,0.008098,-0.014255,0.016395,5|6|7|8|9|10,0.4719
8227.217096,-0.007455,-1.828089,0.001966,0.724551,-0.001496,0.000014,0.012513,-0.018302,0.022170,5|6|7|8|9|10,0.4713
8227.233762,-0.007454,-1.828091,0.001966,0.728894,-0.001360,0.000016,0.008171,-0.018437,0.020166,5|6|7|8|9|10,0.4706
8227.250429,-0.001844,-1.844464,0.001070,0.733198,-0.001221,0.000018,0.012766,-0.015526,0.020101,5|6|7|8|9|10,0.4719
8227.267096,0.001316,-1.853004,0.000961,0.737487,-0.001097,-0.000008,0.013119,-0.013933,0.019137,5|6|7|8|9|10,0.4720
8227.283762,0.001301,-1.852997,0.000974,0.741788,-0.000965,-0.000027,0.008813,-0.014073,0.016605,5|6|7|8|9|10,0.4694
8227.300429,0.009641,-1.870177,-0.003137,0.746105,-0.000837,-0.000037,0.013833,-0.009668,0.016877,5|6|7|8|9|10,0.4670
8227.317096,0.012587,-1.878552,-0.003331,0.750462,-0.000709,-0.000055,0.014028,-0.008196,0.016246,5|6|7|8|9|10,0.4663
8227.333762,0.009501,-1.877479,0.001161,0.754732,-0.001225,-0.000090,0.009175,-0.009356,0.013104,5|6|7|8|9,0.4708
8227.350429,0.012275,-1.885316,0.001721,0.759110,-0.001394,-0.000116,0.009056,-0.007680,0.011874,5|6|7|8|9,0.4700
